step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,301.90097,470.74374,-1.5817009,0.009372448,0.0,0,-0.2,-0.2
1,300.319,470.73026,-1.0819558,-0.013516932,0.0,3,-0.2,-0.4
2,299.23703,470.69382,-1.0819986,-0.5364141,0.0,4,0,-0.4
3,298.15512,470.13452,-1.0818962,-0.5593204,0.0,2,-0.2,-0.6000000000000001
4,297.0735,469.55212,-1.0816462,-0.082374245,0.0,0,-0.2,-0.8
5,295.99222,469.44656,-0.58124566,-0.105580434,0.0,3,-0.2,-1.0
6,295.41153,469.31775,-0.5806963,-0.6288065,0.0,0,-0.2,-1.2
7,294.83145,468.66568,-0.0800661,-0.6520617,0.0,2,-0.2,-1.4
8,294.7521,467.9902,-0.07934817,-0.17548993,0.0,0,-0.2,-1.5999999999999999
9,294.67352,467.79108,0.42138955,-0.19910565,0.0,1,-0.2,-1.7999999999999998
10,295.09564,467.5683,-0.077859014,-0.22277632,0.0,4,0,-1.7999999999999998
11,295.0185,467.3218,-0.077164225,-0.24651535,0.0,2,-0.2,-1.9999999999999998
12,294.94202,467.05148,-0.076455414,0.2296767,0.0,0,-0.2,-2.1999999999999997
13,294.8663,467.25726,0.42426774,0.20579271,0.0,2,-0.2,-2.4
14,295.2913,467.43924,0.424999,0.68196833,0.0,0,-0.2,-2.6
15,295.71695,468.0974,0.9256677,0.65819037,0.0,0,-0.2,-2.8000000000000003
16,296.64322,468.73203,1.4262689,0.63459325,0.0,0,-0.2,-3.0000000000000004
17,298.06998,469.34317,1.926735,0.61116433,0.0,2,-0.2,-3.2000000000000006
18,299.99698,469.9311,1.9270002,1.087895,0.0,2,-0.2,-3.400000000000001
19,301.92398,470.99585,1.9270006,1.5647819,0.0,0,-0.2,-3.600000000000001
20,303.8507,472.5378,2.4267437,1.54196,0.0,3,-0.2,-3.800000000000001
21,306.27695,474.05737,2.4262438,1.0195568,0.0,4,0,-3.800000000000001
22,308.7024,475.05493,2.425451,0.9975694,0.0,0,-0.2,-4.000000000000001
23,311.12677,476.03082,2.9243722,0.97587,0.0,4,0,-4.000000000000001
24,314.0498,476.98526,2.923019,0.95445937,0.0,1,-0.2,-4.200000000000001
25,316.97113,477.91864,2.4213433,0.9333518,0.0,3,-0.19158105957569588,-4.391581059575697
26,319.3905,478.83118,2.4193592,0.4125519,0.00841894,0,-0.18085100073369126,-4.572432060309388
27,321.80765,479.22324,2.9171357,0.39204484,0.019149,1,-0.167679165450424,-4.7401112257598115
28,324.7223,479.59494,2.4146624,0.37171933,0.032320835,1,-0.15714043496359392,-4.897251660723406
29,327.1342,479.94653,1.9118931,0.3516012,0.042859565,3,-0.14915319604785265,-5.046404856771258
30,329.0431,480.27823,1.9088881,-0.16832714,0.050846804,1,-0.13893694557135366,-5.185341802342612
31,330.9488,480.09012,1.4057044,-0.18808892,0.061063055,0,-0.13114369000600562,-5.316485492348618
32,332.3511,479.88232,1.902319,-0.20778883,0.06885631,4,0.07911176803343101,-5.237373724315187
33,334.24988,479.65488,1.8987824,-0.22745366,0.07911177,0,-0.11062293618296887,-5.347996660498156
34,336.14493,479.40784,2.3950455,-0.2470543,0.08937706,0,-0.09797231260352418,-5.44596897310168
35,338.53604,479.14124,2.89111,-0.2665888,0.102027684,1,-0.08301536202971344,-5.528984335131393
36,341.42297,478.85522,2.3869298,-0.28602204,0.116984636,0,-0.07046952920078359,-5.599453864332177
37,343.80542,478.5499,2.8824618,-0.3053134,0.12953047,1,-0.05568536609300395,-5.655139230425181
38,346.6832,478.2254,2.3777566,-0.32449165,0.14431463,1,-0.043259224581866096,-5.698398455007047
39,349.05597,477.8819,1.8727742,-0.3435128,0.15674077,0,-0.033107538626031274,-5.731505993633078
40,350.92352,477.5195,2.367563,-0.36240968,0.16689245,0,-0.020755044256279,-5.752261037889357
41,353.2857,477.13828,2.862167,-0.38122004,0.17924495,2,-0.006296616227897844,-5.758557654117255
42,356.14224,476.73837,2.856548,0.10010122,0.19370338,1,0.005451385475452819,-5.753106268641802
43,358.99292,476.81998,2.3506722,0.08160354,0.20545138,0,0.014919951045541835,-5.73818631759626
44,361.3375,476.88336,2.8445928,0.06338186,0.21491995,0,0.02628109890766933,-5.711905218688591
45,364.17587,476.92874,3.338354,0.045390695,0.22628109,0,0.03937186136044507,-5.672533357328145
46,367.50778,476.95642,3.8319292,0.027677894,0.23937187,0,0.05398683397936305,-5.618546523348782
47,371.3331,476.96674,4.3252974,0.010293573,0.25398684,0,0.06986995220277231,-5.54867657114601
48,375.65152,476.96002,4.8184433,-0.006710118,0.26986995,2,0.08670448553689486,-5.461972085609115
49,380.4629,476.93674,4.81136,0.47672042,0.28670448,4,0.29959704571795465,-5.16237503989116
50,385.26694,477.39737,4.8040466,0.4606394,0.29959705,0,0.1112989966903754,-5.051076043200784
51,390.0635,477.84247,5.296583,0.44511166,0.311299,2,0.12304311550806196,-4.928032927692723
52,395.3525,478.2726,5.2889953,0.93012834,0.3230431,3,0.13005007963459375,-4.797982848058129
53,400.63382,479.18835,5.281294,0.4157294,0.33005008,0,0.13847419231339603,-4.659508655744733
54,405.90738,479.5903,5.7735558,0.4019511,0.33847418,0,0.14596039961119517,-4.513548256133538
55,411.67313,479.979,6.2657566,0.38872543,0.3459604,3,0.15188924063326642,-4.361659015500271
56,417.93103,480.3551,6.257913,-0.123915784,0.35188925,3,0.15854690231345886,-4.203112113186812
57,424.1811,480.21915,6.2500467,-0.6359455,0.3585469,1,0.1659483287636931,-4.037163784423119
58,430.42322,479.57175,5.742141,-0.6474192,0.36594832,2,0.17079401574456615,-3.866369768678553
59,436.1574,478.91336,5.734178,-0.15838273,0.37079403,0,0.17006138697373435,-3.6963083817048186
60,441.88358,478.74448,6.226182,-0.16888978,0.3700614,0,0.1666235809753111,-3.5296848007295076
61,448.1018,478.56552,6.7182145,-0.17892723,0.36662358,0,0.1598829592695395,-3.369801841459968
62,454.8121,478.37708,7.2102976,-0.18847252,0.35988295,4,0.34926156359560767,-3.0205402778643604
63,462.01456,478.17957,7.2024555,-0.19750829,0.34926155,1,0.13540150447061344,-2.885138773393747
64,469.20926,477.97354,6.6947136,-0.20602277,0.3354015,3,0.11986932828396729,-2.7652694451097797
65,475.89636,477.7595,6.6870875,-0.7140435,0.31986934,0,0.10485495392079541,-2.6604144911889844
66,482.57593,477.03787,7.179581,-0.7216297,0.30485496,0,0.08568868566089233,-2.574725805528092
67,489.7481,476.30905,7.6721725,-0.72881347,0.2856887,0,0.06205195838654637,-2.5126738471415457
68,497.413,475.57346,8.164885,-0.73558515,0.26205197,0,0.03369766068683183,-2.4789761864547137
69,505.57074,474.8315,8.65774,-0.74193996,0.23369767,4,0.20045360439632176,-2.278522582058392
70,514.2215,474.08365,8.650758,-0.7478774,0.20045361,0,-0.035424644756188284,-2.31394722681458
71,522.8654,473.33023,9.14396,-0.7534015,0.16457535,0,-0.07607911416304997,-2.3900263409776303
72,532.0028,472.5717,9.637351,-0.7585418,0.12392089,0,-0.12153316744621806,-2.5115595084238485
73,541.6337,471.80838,10.130945,-0.7633063,0.07846683,0,-0.17176866972147214,-2.6833281781453207
74,551.7585,471.04068,10.624758,-0.7677061,0.02823133,4,0,-2.6833281781453207
75,562.3773,470.26892,10.618798,-0.77175486,0.0,2,-0.2,-2.883328178145321
76,572.99036,469.49347,10.613075,-0.2754686,0.0,0,-0.2,-3.083328178145321
77,583.59796,469.2146,11.107584,-0.27887824,0.0,0,-0.2,-3.283328178145321
78,594.7003,468.9326,11.602328,-0.28201395,0.0,0,-0.2,-3.4833281781453214
79,606.2976,468.64767,12.09731,-0.2848906,0.0,0,-0.2,-3.6833281781453215
80,618.39014,468.36017,12.592528,-0.28752363,0.0,2,-0.2,-3.8833281781453217
81,630.9781,468.07022,12.587979,0.21007119,0.0,2,-0.2,-4.0833281781453215
82,643.56177,468.2781,12.583661,0.7078781,0.0,3,-0.2,-4.283328178145322
83,656.14136,468.98398,12.579565,0.20587212,0.0,0,-0.2,-4.483328178145322
84,668.71704,469.18802,13.075685,0.2040309,0.0,4,0,-4.483328178145322
85,681.789,469.39035,13.071999,0.2023396,0.0,0,-0.2,-4.683328178145322
86,694.85754,469.59113,13.568501,0.20078805,0.0,0,-0.2,-4.883328178145322
87,708.42267,469.7905,14.065181,0.19936179,0.0,0,-0.2,-5.083328178145322
88,722.48474,469.98856,14.562031,0.1980522,0.0,0,-0.2,-5.2833281781453225
89,737.04376,470.1854,15.059046,0.19685091,0.0,1,-0.2,-5.483328178145323
90,752.1,470.38116,14.556218,0.19574992,0.0,3,-0.2,-5.683328178145323
91,766.65356,470.5759,14.553542,-0.30525842,0.0,2,-0.2,-5.883328178145323
92,781.2045,470.2697,14.551003,0.19381338,0.0,0,-0.2,-6.083328178145323
93,795.7531,470.46268,15.048588,0.19295889,0.0,4,-10,-16.083328178145322
