x,y
401.71506,395.697
400.48267,396.93896
399.72565,398.1572
399.44434,399.35147
399.63913,400.5219
400.31046,401.66867
401.4588,402.79214
403.0847,403.89285
405.1886,404.97144
407.77115,406.02866
410.8329,407.0654
414.3744,408.08264
418.3963,409.08136
422.8993,410.06262
427.884,411.02753
433.35114,411.97717
439.30142,412.91266
445.73557,413.83508
452.65436,414.7455
460.0585,415.64493
467.94876,416.5343
476.32593,417.4146
485.1907,418.28665
494.54382,419.15125
504.38602,420.00916
514.71796,420.86102
525.5403,421.70752
536.85376,422.5492
548.6588,423.38657
560.9561,424.22006
573.7463,425.05014
587.02966,425.87714
600.8068,426.70142
615.07825,427.5233
629.8443,428.34296
645.1054,429.1607
660.8619,429.97675
677.11414,430.79123
693.86237,431.60434
711.107,432.41623
728.84814,433.22702
747.0862,434.03683
765.8213,434.8458
785.05365,435.65393
