step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,438.31192,322.37772,-0.29096538,1.7218261,0.5865513,0,0.3944217528127209,0.3944217528127209
1,437.9874,324.09412,0.1754723,1.716396,0.59442174,0,0.40401022344205967,0.7984319762547806
2,438.12936,325.80466,0.64196336,1.710545,0.6040102,0,0.41542502541719,1.2138570016719705
3,438.7381,327.509,1.1087369,1.7043377,0.61542505,0,0.428737008333764,1.6425940100057346
4,439.81412,329.20685,1.576011,1.6978488,0.62873703,0,0.4439767073768806,2.086570717382615
5,441.3581,330.898,2.0439868,1.691159,0.6439767,0,0.46112738900895395,2.547698106391569
6,443.37094,332.58234,2.5128438,1.6843518,0.6611274,0,0.4801118268148085,3.0278099332063775
7,445.85367,334.25986,2.982736,1.6775095,0.6801118,0,0.5007690258684758,3.5285789590748533
8,448.80746,335.93057,3.4537904,1.6707104,0.700769,0,0.5228142196326864,4.0513931787075395
9,452.23358,337.5946,3.9261057,1.6640258,0.7228142,2,0.5457705884294575,4.597163767136997
10,456.13333,339.2521,3.8997533,2.157518,0.7457706,0,0.5704581065533785,5.167621873690376
11,460.0081,341.40335,4.374779,2.1512394,0.7704581,0,0.5949370084055137,5.762558882095889
12,464.35922,343.54846,4.8511257,2.145119,0.794937,0,0.6176139519240122,6.380172834019901
13,469.18805,345.68768,5.3288093,2.139206,0.81761396,0,0.6358593840120772,7.016032218031978
14,474.49588,347.82123,5.807829,2.1335404,0.83585936,0,0.6458633388088488,7.661895556840827
15,480.28403,349.94937,6.2881656,2.1281517,0.84586334,0,0.6436295615568683,8.305525118397696
16,486.55383,352.07242,6.7697873,2.1230597,0.84362954,0,0.6272955029918901,8.932820621389586
17,493.30646,354.1907,7.2526507,2.1182764,0.8272955,0,0.5981273766395045,9.530947998029092
18,500.54318,356.3045,7.736706,2.1138065,0.79812735,0,0.5588290414455692,10.089777039474662
19,508.26508,358.41415,8.221895,2.1096482,0.75882906,2,0.5117989150486282,10.60157595452329
20,516.4732,360.51996,8.20816,2.6057959,0.7117989,3,0.46256717145791343,11.064143125981202
21,524.66864,363.1222,8.195437,2.102239,0.6625672,0,0.41078924696399227,11.474932372945194
22,532.8523,365.22113,8.68364,2.0989242,0.61078924,0,0.3546464869761787,11.829578859921373
23,541.52496,367.31696,9.172648,2.0958457,0.5546465,0,0.2944711320285767,12.12404999194995
24,550.6874,369.40997,9.662421,2.0929952,0.49447113,3,0.2304874064580325,12.354537398407981
25,560.3403,371.50034,9.652915,1.590363,0.4304874,0,0.16621307039273286,12.520750468800713
26,569.9844,373.08826,10.144085,1.5879381,0.36621308,2,0.09849723365268831,12.619247702453402
27,580.12024,374.67398,10.13585,2.0857089,0.29849723,0,0.03059541224453105,12.649843114697934
28,590.2484,376.75763,10.628177,2.0836632,0.23059541,2,-0.040755999295706447,12.609087115402227
29,600.86945,378.83942,10.621018,2.58177,0.159244,0,-0.11240122908996925,12.496685886312259
30,611.48376,381.41943,11.114344,2.5800211,0.08759877,0,-0.18750018871003388,12.309185697602224
31,622.59186,383.99783,11.608114,2.5783927,0.012499811,0,-0.2,12.109185697602225
32,634.19415,386.5747,12.102302,2.5768793,0.0,0,-0.2,11.909185697602226
33,646.2911,389.15018,12.596881,2.575475,0.0,0,-0.2,11.709185697602226
34,658.8829,391.72433,13.0918255,2.5741735,0.0,0,-0.2,11.509185697602227
35,671.97,394.2973,13.587112,2.572969,0.0,0,-0.2,11.309185697602228
36,685.55273,396.86917,14.082719,2.5718553,0.0,0,-0.2,11.109185697602229
37,699.63135,399.44,14.578623,2.570826,0.0,0,-0.2,10.90918569760223
38,714.2062,402.00986,15.074804,2.5698757,0.0,0,-0.2,10.70918569760223
39,729.2774,404.57886,15.571243,2.5689988,0.0,0,-0.2,10.50918569760223
40,744.84534,407.14706,16.06792,2.5681896,0.0,0,-0.2,10.309185697602231
41,760.91016,409.7145,16.564821,2.5674431,0.0,0,-0.2,10.109185697602232
42,777.47205,412.28125,17.06193,2.5667546,0.0,4,0,10.109185697602232
43,794.5313,414.84738,17.059229,2.5661194,0.0,0,-10,0.10918569760223207
