x,y
479.69263,370.0897
479.1291,371.46732
478.0489,372.83826
476.452,374.2024
474.33832,375.55948
472.2077,377.40918
469.55997,379.25122
466.395,381.0852
463.21252,382.41064
460.0122,383.22708
456.7937,384.53406
454.05667,385.83102
451.30087,386.61758
448.02606,387.39322
444.73178,388.65738
441.41772,389.90942
438.08365,391.6487
434.7293,392.8746
431.35443,394.0863
427.9588,394.78314
424.542,394.9643
420.60355,395.12897
416.6429,395.2761
412.6595,395.40463
408.15268,395.51337
403.12186,395.6009
398.06628,396.16547
392.4854,396.70526
386.3788,397.21814
380.246,397.7015
374.08667,398.1526
368.4008,398.56845
363.18845,398.94623
357.95,399.7832
352.68643,401.0768
346.8991,402.3249
341.08984,403.02505
335.26047,403.17487
329.41296,402.7715
323.54935,402.81204
317.17236,402.79407
310.78525,402.21548
304.3915,402.07407
297.995,401.86877
291.59976,402.0992
284.70975,402.26627
277.82898,402.87158
270.96088,403.91797
264.60822,404.90915
258.27298,406.34875
251.9564,407.24075
246.15959,408.08862
240.38318,409.39554
234.12735,410.66467
227.8921,411.39926
221.67744,412.10202
214.98323,412.7755
208.30917,413.9223
201.65466,415.54477
195.01895,417.14517
188.40125,418.72546
181.30075,420.28745
174.71667,421.8328
167.64827,423.3629
160.09477,424.87915
153.05544,426.38272
145.52957,427.8747
138.5165,429.3561
131.51558,430.3278
124.026306,431.29044
116.54813,432.2448
108.58053,433.19156
100.12301,434.13132
91.67506,435.56464
83.23616,436.49207
74.80587,437.41406
66.38376,438.8311
57.969425,440.24347
50.06247,441.6516
42.16255,443.55573
34.769325,445.45615
27.382496,446.85303
20.001795,448.2466
12.626971,449.63712
5.2577853,450.52466
-2.105973,450.90942
-9.964496,451.2916
-17.817978,452.1713
-25.66661,453.54868
-33.510586,455.42386
-41.350094,457.79697
-49.185318,460.1681
-57.01643,463.03732
-64.843605,466.40475
-72.667,469.77048
-80.48677,473.63452
-88.30308,477.997
-96.11605,482.85797
-103.92585,487.21747
-111.73258,491.57553
-119.53639,495.43222
-126.83737,499.28763
-134.13562,503.64172
-141.43124,507.49463
-148.72433,511.3463
-156.51497,515.19684
-164.30324,519.54626
-171.58922,523.8946
-178.87297,528.7419
-186.1546,533.08813
-193.43416,537.4334
