x,y
488.25928,435.04373
487.45407,436.1372
487.13882,437.2234
487.31357,438.30225
487.97842,439.37375
489.13348,440.43802
490.77887,441.49512
492.91476,442.5452
495.54132,443.58835
498.65875,444.6248
502.26724,445.65472
506.36703,446.6784
510.9583,447.696
516.0414,448.7079
521.6164,449.71423
527.6837,450.7154
534.2436,451.71158
541.29626,452.70312
548.842,453.69028
556.8811,454.67334
565.4138,455.65256
574.4405,456.62823
583.96136,457.60056
593.9767,458.56985
604.48676,459.5363
615.4918,460.5001
626.9921,461.46152
637.9879,462.4207
649.4795,463.3778
661.4669,464.33304
673.95056,465.2865
686.93054,466.23837
700.40704,467.18875
714.38025,468.13776
728.8504,469.0855
743.8176,470.0321
759.2821,470.97763
775.24396,471.9222
791.70337,472.8659
