x,y
475.32568,167.788
476.15042,168.91293
476.96405,170.54614
478.26648,172.18755
479.55765,174.33702
480.8374,175.99448
482.1057,177.15979
483.86258,178.33282
485.10797,179.51344
486.84192,180.70152
489.0644,181.89691
491.27548,183.59941
493.97522,185.30884
497.16364,187.02496
500.34082,188.2475
504.00696,189.47621
508.16217,190.71085
512.8067,191.95108
517.4408,193.19662
522.56464,194.44717
528.1786,195.70245
534.2829,196.96213
540.8778,198.2259
547.9638,199.49348
555.04114,200.26457
562.61017,201.0389
570.67126,201.81621
579.22485,202.59625
587.7712,202.87883
596.31067,202.66371
604.8436,202.95073
613.87036,203.23973
623.39124,203.53056
633.40643,203.82306
643.4163,204.1171
653.4212,203.91255
663.4212,203.2093
673.4167,202.00728
682.90784,200.80638
692.39484,199.10655
701.3779,197.40775
710.35724,195.7099
719.83295,194.01295
729.30524,191.8169
738.2742,189.62167
747.2399,187.42725
756.2027,185.23358
765.1625,182.54065
774.1195,180.34843
782.5738,178.15689
791.02545,176.46602
799.4747,174.77577
