step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,135.61957,180.98486,0.85556376,-1.1717359,0.45588565,2,0.25150264156787466,0.25150264156787466
1,136.48827,179.82263,0.8686899,-0.6622323,0.45150265,2,0.2501007249780806,0.5016033665459553
2,137.37001,179.17,0.8817499,-0.15263343,0.45010072,1,0.25173566653486795,0.7533390330808232
3,138.26482,179.02705,0.39480144,-0.14293648,0.45173568,0,0.25204707147530353,1.0053861045561268
4,138.67271,178.89392,0.9079034,-0.13313664,0.45204708,4,0.45377973027377405,1.4591658348299008
5,139.59373,178.77063,0.9210202,-0.12329001,0.45377973,3,0.255542747469008,1.7147085822989088
6,140.52792,178.6573,0.93419135,-0.6133357,0.45554274,2,0.25424854606924013,1.9689571283681488
7,141.47534,178.05403,0.9474187,-0.10327101,0.45424855,2,0.2560530263479401,2.225010154716089
8,142.43599,177.96092,0.96064377,0.40690243,0.45605302,1,0.26099677855687403,2.486006933272963
9,143.40991,178.37813,0.47392833,0.41719183,0.46099678,1,0.2648173725593291,2.750824305832292
10,143.89725,178.80573,-0.012663309,0.42760596,0.46481737,4,0.4675495190356028,3.218373824867895
11,143.89809,179.24382,0.0008350606,0.43808576,0.46754953,4,0.4703772571781991,3.6887510820460943
12,143.91248,179.69238,0.014388632,0.44857043,0.47037727,4,0.47330106561420493,4.162052147660299
13,143.94048,180.15144,0.027999947,0.45906162,0.47330105,0,0.276321426295933,4.438373573956232
14,143.98215,180.621,0.5416716,0.469561,0.47632143,1,0.28063756023731296,4.719011134193545
15,144.53755,181.10107,0.055406246,0.48007023,0.48063755,1,0.2838574663028685,5.002868600496414
16,144.6068,181.59174,-0.4307537,0.4906552,0.48385745,1,0.2859681806575624,5.288836781153976
17,144.18996,182.09299,-0.9168447,0.5012537,0.48596817,0,0.28690174842211574,5.575738529576092
18,143.28705,182.60478,-0.40290463,0.5118027,0.48690176,1,0.28913359337495076,5.864872122951042
19,142.89809,183.12703,-0.8889724,0.5222395,0.4891336,1,0.2901263941044802,6.154998517055523
20,142.02307,183.65965,-1.3750054,0.53262997,0.4901264,2,0.2897596537867276,6.444758170842251
21,140.66203,184.20258,-1.3610435,1.0429121,0.48975965,1,0.2923128535163286,6.737071024358579
22,139.31491,185.2556,-1.8471274,1.0530255,0.49231285,0,0.29320338854471867,7.030274412903298
23,137.4817,186.31857,-1.3331953,1.0629743,0.4932034,0,0.29540422688822715,7.325678639791525
24,136.16241,187.39127,-0.8192917,1.0726998,0.4954042,0,0.29910941354096293,7.624788053332487
