x,y
196.3772,279.59656
196.8456,277.63867
196.87256,275.69348
197.45738,273.76193
198.09991,271.84515
198.80002,270.44424
200.05775,269.0602
201.87375,267.69418
204.24915,266.34775
207.18565,265.02277
210.68565,263.7217
214.7522,262.4477
218.88913,261.70468
223.60107,260.99707
228.89381,260.33072
234.77448,259.7134
240.75174,259.1558
247.33511,258.6713
253.53564,258.27875
260.36353,258.00058
267.82877,257.86792
274.93817,257.92404
282.18994,258.71924
290.07254,259.81763
298.54855,261.29422
307.04126,263.7154
315.9409,266.61615
324.6304,269.95697
333.53952,273.6398
342.66028,277.5493
352.0269,281.5925
360.6869,285.7088
369.67978,289.86447
378.53943,293.53952
387.792,297.22336
397.45807,300.90997
407.55392,304.5959
418.0922,308.27936
429.08298,311.9595
440.5342,315.636
451.45227,319.30878
462.34195,323.47797
473.70703,327.6436
485.55084,331.8058
497.8761,335.96484
510.6851,340.12094
523.97986,344.27432
537.262,348.42523
551.0331,352.57385
565.2942,356.7204
580.04645,360.86502
595.2907,365.00797
611.0279,369.1493
626.25867,373.2892
641.9836,377.42786
657.70325,381.06525
673.418,385.20157
689.12836,389.83688
704.83466,394.47125
721.0372,399.10474
736.7362,403.73743
752.43207,408.86932
768.6249,414.00052
785.31494,419.131
