x,y
373.27762,206.53429
374.7306,207.75517
376.65375,209.01285
379.04654,210.3066
381.90845,211.63536
385.2391,212.99786
389.0383,214.39249
393.30594,215.81743
398.0422,217.27069
403.24747,218.7501
408.92233,220.25343
415.06766,221.7784
421.68448,223.32274
428.774,224.88428
435.8376,226.46095
443.37656,228.05095
451.39236,229.65257
459.88644,231.26428
468.86026,232.8847
478.3153,234.51259
487.75302,236.64685
497.6746,238.78654
508.0813,240.93085
518.97424,243.07906
530.3546,245.23055
542.2234,247.38478
554.58154,249.54132
567.43,251.69978
580.76953,253.85986
594.60095,256.02127
608.92487,258.1838
623.74207,260.34723
639.053,262.51144
654.8582,264.6763
670.1582,266.84164
685.9534,269.00745
702.2442,271.17358
719.0308,273.34003
736.3137,275.50668
754.09314,277.67355
772.3693,279.8406
791.1425,282.00775
