x,y
387.79895,207.5444
389.0879,208.84541
390.84814,210.17581
393.07928,211.53496
395.28113,213.42198
397.95312,215.33609
401.09503,217.27623
404.70667,219.24115
408.78806,221.22937
413.33948,223.2393
418.36142,225.2692
423.85455,227.31728
429.8198,229.38174
436.25818,231.46082
443.17093,233.55276
450.05936,235.656
456.4248,237.7691
463.26837,239.89091
469.59125,242.02034
476.39444,244.1565
483.17905,246.29852
489.9461,247.94571
497.19656,249.59744
504.9314,251.25317
513.1516,252.91237
521.8581,254.5746
530.5519,256.73944
539.73376,258.9065
549.4045,261.07547
559.5649,263.24606
570.21564,265.41803
581.3575,267.59113
592.9911,269.76517
605.117,271.94
617.7359,274.1155
630.8482,276.29153
644.45447,278.468
658.5551,280.64478
673.15063,282.82187
688.24133,284.99918
703.82764,287.17667
719.90985,289.35425
736.4883,291.53195
753.06323,294.20972
769.6349,297.38754
786.70355,300.56537
