x,y
224.9885,111.606735
226.34512,111.09033
228.20764,110.58905
230.57594,110.10298
233.44983,109.63225
236.82915,109.17701
240.71365,108.73745
244.60309,108.81379
248.99721,108.90631
253.89574,109.01531
259.2983,109.14113
264.70456,109.78408
270.61404,110.444565
277.0263,111.12298
283.4408,111.31969
289.3569,111.534935
295.77408,111.768875
302.19168,112.021645
309.10907,112.293304
316.0255,112.08383
323.4404,111.89306
331.35297,111.72071
339.2625,111.566444
347.1684,110.92981
355.57004,110.31023
364.46686,109.70704
373.8584,109.11951
383.74417,108.54684
393.6238,107.488174
403.4971,106.442604
413.36383,105.409256
423.22397,104.387276
433.57742,103.375854
444.42426,102.374214
455.76453,101.38156
467.5983,100.397156
479.92578,99.42027
492.74713,98.45023
506.06253,97.4864
519.87225,96.52817
533.67645,95.57498
547.9755,94.62636
562.2696,93.18185
576.55896,91.241035
590.8439,88.803566
605.62463,86.36914
620.4015,83.43746
634.6746,80.508286
648.9443,77.08139
663.71063,73.65659
678.4739,69.73372
693.73425,65.812614
709.4919,61.893127
724.74695,57.975143
739.9996,53.558537
755.74994,49.143215
771.4981,44.22908
787.74426,39.316055
