x,y
328.36917,182.26234
330.18073,182.76248
331.4809,183.3067
332.7692,184.39505
333.54486,185.52788
333.80734,186.7057
333.55618,187.92929
333.29105,188.6996
332.51172,189.51727
331.21817,190.38324
329.41058,191.29861
327.58923,191.76479
325.25467,192.2828
322.90765,193.3539
320.04886,194.47984
317.17926,196.16263
313.79984,197.90486
309.912,199.7094
306.01767,201.07933
302.61923,202.5171
299.21893,204.52502
295.81918,206.60617
291.92288,208.7636
288.0336,211.00027
283.65533,213.31897
279.29297,216.22197
274.4521,219.21196
270.13925,222.29059
265.86096,224.95912
261.12335,227.71704
255.93265,230.56221
250.79483,233.4907
245.715,235.99757
240.19647,238.57674
234.2413,241.22095
227.85008,243.92235
221.52199,247.17279
214.75575,250.46489
207.54889,253.79147
199.8979,257.146
191.79868,260.52267
183.2467,263.9166
174.23744,267.3237
165.76643,270.74075
157.82997,274.16534
149.92497,278.09564
142.04868,281.53015
134.1986,285.4677
126.372505,289.90738
119.06845,294.34833
111.78476,299.2899
104.0199,304.23154
96.27241,309.67282
88.54095,314.61334
80.8243,320.05283
73.121376,325.99106
65.431175,332.42786
57.752754,339.363
49.585274,346.29636
41.427914,353.22787
33.279934,360.65744
25.140654,367.58502
17.009462,375.01062
8.885799,382.43423
0.7691499,389.85587
-7.3409505,397.7755
-15.444937,406.1932
-23.543213,415.109
-31.136158,424.0229
-39.224102,432.9349
-47.307365,442.3451
-55.386246,451.25348
-62.96101,460.16013
-70.53189,469.56503
-78.09912,479.4683
-85.66291,489.8699
-93.22346,500.76993
-100.78095,512.1684
-108.33558,523.5653
-115.88751,534.4608
-123.43689,545.8548
-130.48386,557.24744
-137.52855,568.13873
-144.57108,579.5287
-151.61156,591.4173
-158.6501,603.80475
-165.6868,616.1909
-172.22176,628.5759
-178.75507,641.4598
-184.78679,654.34247
-190.81703,667.7241
-196.84584,681.60474
