x,y
65.04973,329.30478
64.89955,327.96994
65.2612,326.63367
66.13473,325.29605
67.02025,324.45712
68.41786,323.61694
69.32773,322.7755
70.24996,321.43286
71.68468,320.08905
73.13204,318.7441
74.59225,316.89813
76.565475,315.05118
79.05199,313.2033
82.05209,311.3546
85.0662,309.00522
88.59471,306.6552
92.63813,304.30475
97.19707,301.95395
102.272224,299.603
107.864456,297.25208
113.97476,294.9014
120.10433,292.05127
126.25447,289.20206
131.92659,286.3542
137.1221,283.50824
142.84238,280.66476
149.0891,277.8246
155.86418,274.98856
163.17,272.15784
171.00937,269.33398
178.88567,266.5189
186.8027,263.71506
194.26472,260.92563
202.27602,258.15445
209.8416,255.40648
217.96631,252.68777
226.1555,249.50626
234.41353,246.8718
243.24435,244.29633
252.1505,241.29477
261.63016,238.3834
271.6768,235.57957
281.27765,232.89911
291.4155,230.35112
302.0699,227.93765
312.2206,225.65254
322.85226,223.48344
333.95398,221.41463
345.01953,219.42941
356.0469,217.5126
367.03656,215.15129
377.9908,212.33478
389.41284,209.55447
401.30588,206.80351
412.67297,204.07642
424.51688,201.36906
436.84006,198.67813
448.6447,196.00092
460.93274,193.33531
473.70587,190.67961
486.46558,188.53233
499.71317,186.39232
513.4497,184.25856
527.6764,182.1302
542.394,180.0065
557.6034,177.88686
572.8054,175.77072
588.0007,173.65767
603.68976,171.54733
619.87317,169.43938
636.05145,166.83354
652.2249,163.72958
668.89404,160.62732
686.0592,157.52657
703.7206,154.42717
720.8786,151.32903
738.53345,148.23198
756.6854,145.13596
775.3346,142.04085
793.98126,138.44658
