step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,237.07556,156.95421,1.5173906,-0.6567433,0.0,1,-0.2,-0.2
1,238.60396,156.32248,1.0283949,-0.6317272,0.0,0,-0.2,-0.4
2,239.6431,155.7159,1.5391377,-0.606587,0.0,1,-0.2,-0.6000000000000001
3,241.19276,155.13449,1.0496677,-0.5814151,0.0,0,-0.2,-0.8
4,242.2527,154.57837,1.5599376,-0.5561161,0.0,4,0,-0.8
5,243.82271,154.04759,1.5699991,-0.530779,0.0,2,-0.2,-1.0
6,245.4025,153.54228,1.5798014,-0.005311595,0.0,0,-0.2,-1.2
7,246.99185,153.56256,2.0893443,0.020286726,0.0,0,-0.2,-1.4
8,249.09056,153.60872,2.5987108,0.046162132,0.0,4,0,-1.4
9,251.6984,153.68114,2.6078367,0.072404385,0.0,3,-0.2,-1.5999999999999999
10,254.31505,153.78023,2.616649,-0.4009011,0.0,1,-0.2,-1.7999999999999998
11,256.9402,153.40648,2.1251307,-0.37375456,0.0,1,-0.2,-1.9999999999999998
12,259.07336,153.06015,1.6331885,-0.3463223,0.0,2,-0.2,-2.1999999999999997
13,260.71423,152.74147,1.6408855,0.18131228,0.0,3,-0.2,-2.4
14,262.36255,152.95055,1.648292,-0.29092547,0.0,3,-0.2,-2.6
15,264.018,152.68768,1.6554748,-0.762862,0.0,4,0,-2.6
16,265.6804,151.95302,1.6623616,-0.7346668,0.0,3,-0.2,-2.8000000000000003
17,267.34927,151.24649,1.6688876,-1.2065151,0.0,1,-0.2,-3.0000000000000004
18,269.02432,150.06808,1.175057,-1.1784078,0.0,0,-0.2,-3.2000000000000006
19,270.20514,148.91757,1.6808183,-1.1505218,0.0,1,-0.2,-3.400000000000001
20,271.89142,147.79466,1.1862639,-1.1229082,0.0,1,-0.2,-3.600000000000001
21,273.08273,146.69914,0.6913234,-1.0955116,0.0,2,-0.2,-3.800000000000001
22,273.7788,145.63077,0.69608796,-0.5683763,0.0,0,-0.2,-4.000000000000001
23,274.47946,145.08923,1.2006466,-0.5415381,0.0,0,-0.2,-4.200000000000001
24,275.6845,144.57442,1.7050482,-0.5148206,0.0,3,-0.2,-4.400000000000001
25,277.39374,144.08624,1.7092166,-0.98817605,0.0,4,0,-4.400000000000001
26,279.1068,143.12466,1.7130752,-0.96156377,0.0,3,-0.2,-4.600000000000001
27,280.8234,142.18953,1.7165931,-1.4351493,0.0,0,-0.2,-4.800000000000002
28,282.54318,140.7806,2.219779,-1.4089323,0.0,2,-0.2,-5.000000000000002
29,284.76578,139.39752,2.2226143,-0.8830723,0.0,4,0,-5.000000000000002
30,286.9908,138.53998,2.225036,-0.8575415,0.0,0,-0.2,-5.200000000000002
31,289.2179,137.7078,2.727079,-0.83218676,0.0,0,-0.2,-5.400000000000002
32,291.94666,136.90077,3.2287514,-0.80701345,0.0,0,-0.2,-5.600000000000002
33,295.17664,136.11876,3.7299857,-0.78201497,0.0,0,-0.2,-5.8000000000000025
34,298.90735,135.36157,4.230716,-0.75719607,0.0,0,-0.2,-6.000000000000003
35,303.13824,134.629,4.73088,-0.73257464,0.0,1,-0.2,-6.200000000000003
36,307.86865,133.9208,4.230417,-0.70818245,0.0,0,-0.2,-6.400000000000003
37,312.09793,133.23674,4.7292743,-0.684066,0.0,0,-0.2,-6.600000000000003
38,316.82547,132.57649,5.2275467,-0.66025466,0.0,0,-0.2,-6.800000000000003
39,322.05066,131.93968,5.7251897,-0.63680017,0.0,0,-0.2,-7.0000000000000036
40,327.77283,131.32591,6.2221675,-0.61376697,0.0,0,-0.2,-7.200000000000004
41,333.99127,130.7347,6.7184567,-0.5912307,0.0,1,-0.2,-7.400000000000004
42,340.70532,130.1654,6.214048,-0.56927675,0.0,1,-0.2,-7.600000000000004
43,346.91428,129.61742,5.7089477,-0.547997,0.0,2,-0.2,-7.800000000000004
44,352.61755,129.09003,5.7032747,-0.027393227,0.0,1,-0.2,-8.000000000000004
45,358.3147,129.08258,5.1971335,-0.007446208,0.0,0,-0.2,-8.200000000000003
46,363.50522,129.0945,5.690525,0.011922349,0.0,4,0,-8.200000000000003
47,369.18875,129.12524,5.6835318,0.030743126,0.0,0,-0.2,-8.400000000000002
48,374.8649,129.1742,6.1761613,0.048946265,0.0,0,-0.2,-8.600000000000001
49,381.03336,129.2407,6.66846,0.06651932,0.0,4,0,-8.600000000000001
50,387.69382,129.32411,6.6604505,0.08339758,0.0,2,-0.2,-8.8
51,394.34598,129.42363,6.6521664,0.59952044,0.0,0,-0.2,-9.0
52,400.98965,130.03851,7.143665,0.6148911,0.0,0,-0.2,-9.2
53,408.1246,130.66809,7.634942,0.6295711,0.0,1,-0.2,-9.399999999999999
54,415.75064,131.3116,7.1260433,0.6435074,0.0,4,0,-9.399999999999999
55,422.86765,131.96825,7.1170206,0.65665615,0.0,0,-0.2,-9.599999999999998
56,429.9756,132.63734,7.607929,0.66908973,0.0,0,-0.2,-9.799999999999997
57,437.5744,133.31818,8.098812,0.68082887,0.0,1,-0.2,-9.999999999999996
58,445.66412,134.01003,7.589717,0.69184893,0.0,0,-0.2,-10.199999999999996
59,453.2448,134.71216,8.08069,0.70213497,0.0,1,-0.2,-10.399999999999995
60,461.31656,135.42392,7.5717583,0.7117688,0.0,0,-0.2,-10.599999999999994
61,468.87952,136.14467,8.062962,0.72074366,0.0,3,-0.2,-10.799999999999994
62,476.93384,136.87381,8.05431,0.22913758,0.0,3,-0.2,-10.999999999999993
63,484.97968,137.11075,8.045837,-0.26305094,0.0,4,0,-10.999999999999993
64,493.01727,136.85497,8.037592,-0.25579032,0.0,0,-0.2,-11.199999999999992
65,501.04688,136.60591,8.529612,-0.24904484,0.0,0,-0.2,-11.399999999999991
66,509.56876,136.36314,9.021894,-0.24277312,0.0,0,-0.2,-11.59999999999999
67,518.58325,136.12617,9.514453,-0.23696288,0.0,0,-0.2,-11.79999999999999
68,528.0905,135.89458,10.007298,-0.23159856,0.0,3,-0.2,-11.99999999999999
69,538.09094,135.66792,10.000437,-0.7266617,0.0,4,0,-11.99999999999999
70,548.08484,134.94579,9.993873,-0.7221317,0.0,0,-0.2,-12.199999999999989
71,558.07245,134.22783,10.487615,-0.71796787,0.0,0,-0.2,-12.399999999999988
72,568.5541,133.51369,10.981646,-0.71413386,0.0,0,-0.2,-12.599999999999987
73,579.53,132.80307,11.475964,-0.71061146,0.0,4,0,-12.599999999999987
74,591.0006,132.09569,11.470565,-0.70738214,0.0,0,-0.2,-12.799999999999986
75,602.46606,131.39127,11.965444,-0.704427,0.0,4,0,-12.799999999999986
76,614.42664,130.68954,11.960582,-0.70171696,0.0,0,-0.2,-12.999999999999986
77,626.3826,129.99031,12.455974,-0.69923574,0.0,0,-0.2,-13.199999999999985
78,638.8342,129.29335,12.951603,-0.696959,0.0,0,-0.2,-13.399999999999984
79,651.7817,128.59848,13.447462,-0.69487286,0.0,0,-0.2,-13.599999999999984
80,665.2252,127.90552,13.943544,-0.6929638,0.0,3,-0.2,-13.799999999999983
81,679.16504,127.2143,13.93984,-1.1912185,0.0,2,-0.2,-13.999999999999982
82,693.10144,126.02467,13.936342,-0.6896244,0.0,3,-0.2,-14.199999999999982
83,707.0344,125.33651,13.93304,-1.1881627,0.0,0,-0.2,-14.39999999999998
84,720.96436,124.14969,14.4299135,-1.1868211,0.0,1,-0.2,-14.59999999999998
85,735.3913,122.9641,13.926954,-1.1855851,0.0,0,-0.2,-14.79999999999998
86,749.3155,121.77966,14.424155,-1.184447,0.0,0,-0.2,-14.999999999999979
87,763.737,120.59627,14.9215,-1.1833938,0.0,3,-0.2,-15.199999999999978
88,778.65594,119.41385,14.9189825,-1.6824199,0.0,2,-0.2,-15.399999999999977
89,793.5726,117.73232,14.916596,-1.1815197,0.0,1,-10,-25.399999999999977
