x,y
377.5312,212.22726
378.91898,213.54138
380.2739,215.39146
381.09506,217.27715
382.3814,219.19835
383.632,221.65465
384.34546,224.14569
385.02036,226.67142
385.15518,229.23172
385.24814,231.82683
385.29733,233.95691
384.80118,236.12212
383.75772,238.32294
382.66458,241.06035
381.51874,243.33534
380.3173,245.649
379.05707,248.00241
377.7346,250.89679
375.84534,253.83334
373.88376,257.3139
372.34283,260.84033
370.71515,263.9137
368.99316,267.53522
366.6673,271.2056
364.72525,274.92615
363.15402,278.69675
361.44043,282.01538
359.57053,285.37976
357.52838,288.2864
355.29645,291.23172
352.85425,294.21036
349.67737,297.2147
346.2313,300.73413
342.47308,304.24863
337.85037,307.72662
332.78946,311.1152
327.2012,314.325
320.98816,317.20578
314.07428,319.51205
306.48587,320.8831
298.48343,320.42117
290.59888,318.37195
283.4282,315.42767
276.71042,311.59628
270.8753,307.32538
265.25787,302.87396
260.18777,298.3773
255.53772,294.39774
251.21739,290.95972
247.16367,287.0711
243.32906,283.73615
239.679,279.9541
236.1857,276.22418
233.32726,272.5445
230.58752,268.9137
227.9531,265.83005
225.4135,263.29138
223.46057,260.79538
221.58795,258.34048
219.2901,255.92535
217.06152,253.54802
214.89738,251.20679
212.79341,249.40005
210.24623,247.62627
208.25243,245.88364
206.8093,244.17088
205.91467,242.48721
205.06688,240.33215
204.26404,238.20534
203.5044,236.10641
202.78629,233.53499
201.60791,230.99074
200.46736,227.973
199.36264,224.48122
198.29164,220.51471
197.2522,217.07289
196.74255,213.6551
196.76115,210.26094
196.80669,207.39018
196.37807,204.54262
195.47417,201.71783
194.09387,198.91525
192.73613,196.63419
191.40002,194.37398
190.08478,192.63405
188.28975,190.91388
186.01431,189.21283
183.75781,187.03018
181.51953,184.86525
179.29878,183.21736
176.59505,181.58592
174.40778,179.97029
171.73648,178.36992
169.0807,177.28426
165.94003,176.21277
163.3141,175.15489
161.20255,174.11014
159.10507,173.57816
157.02145,173.05861
154.95149,173.05118
152.39505,173.05559
149.35196,173.07147
146.32202,173.59845
142.8051,174.13612
139.30103,174.1841
135.80957,174.74194
131.83055,175.30928
127.86377,175.88568
123.409004,176.47076
118.96602,177.06407
114.03457,177.6652
108.614365,178.27376
102.70511,178.88927
96.80647,179.01128
90.41808,179.1394
83.53957,179.27324
77.170555,179.41235
71.31068,179.55641
65.95964,179.70514
60.617176,180.35826
55.283047,180.51555
49.957005,180.17679
44.638794,179.84178
39.328163,179.51035
34.02488,179.1823
29.228716,178.8575
23.939476,178.53578
18.656952,177.71703
13.380934,176.4011
8.111205,175.58788
3.3475757,174.77727
-1.9101237,173.96915
-7.162069,173.16344
-12.908427,172.36003
-18.649376,172.05884
-24.385069,172.25974
-30.115654,172.96266
-35.841263,173.16751
-41.062023,173.37418
-46.278057,173.5826
-51.98948,173.79271
-58.196407,174.00443
-64.898964,174.21768
-72.09729,174.43239
-78.79152,174.6485
-85.48176,174.8659
-92.66814,175.08458
-99.85077,175.80444
-107.02977,176.52544
-114.20524,177.2475
-121.37727,177.47058
-129.04599,177.69463
-136.71147,177.91959
-144.87383,178.14543
-153.53317,178.3721
-162.18958,178.59955
-170.84315,179.32774
-178.994,180.05664
-187.6422,180.78621
-196.78781,181.51639
