step,action
0,1
1,2
2,4
3,4
4,2
5,0
6,2
7,1
8,2
9,2
10,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,0
20,2
21,2
22,2
23,1
24,2
25,2
26,4
27,4
28,4
29,1
30,2
31,3
32,4
33,2
34,3
35,2
36,2
37,2
38,0
39,2
40,2
41,1
42,2
43,2
44,2
