step,action
0,3
1,0
2,2
3,2
4,2
5,3
6,2
7,4
8,2
9,0
10,2
11,2
12,2
13,1
14,3
15,0
16,2
17,4
18,4
19,0
20,4
21,2
22,2
23,4
24,1
25,2
26,4
27,2
28,2
29,2
30,1
31,1
32,2
33,2
34,3
35,3
36,2
37,1
38,4
39,4
40,4
41,3
42,0
