step,action
0,0
1,3
2,2
3,1
4,2
5,2
6,4
7,0
8,0
9,3
10,1
11,4
12,4
13,0
14,1
15,0
16,2
17,2
18,2
19,2
20,2
21,4
22,3
23,2
24,2
25,1
26,0
27,3
28,2
29,2
30,2
31,3
32,4
33,2
34,1
35,2
36,2
37,2
38,1
39,2
40,0
41,4
42,4
43,2
44,4
45,2
46,1
47,0
48,2
49,2
50,3
51,4
52,2
53,2
54,1
55,2
56,2
57,0
58,2
59,0
60,1
61,4
62,0
63,2
64,2
65,1
