step,action
0,4
1,3
2,3
3,3
4,2
5,2
6,4
7,2
8,2
9,2
10,2
11,0
12,2
13,2
14,0
15,4
16,2
17,2
18,1
19,2
20,0
21,0
22,3
23,2
24,3
25,1
26,1
27,4
28,4
29,2
30,3
31,4
32,3
33,4
34,0
35,0
36,2
37,4
