x,y
334.3331,198.06429
336.19696,198.77481
338.04138,200.0397
340.36505,201.35913
342.66647,202.73293
344.4441,204.16092
345.6966,205.64316
346.9226,206.68004
347.62115,207.77158
348.79126,208.91817
350.4319,210.11986
352.04172,211.37636
353.11957,212.68733
353.6642,214.0529
353.67444,215.4736
353.64896,216.45052
353.5869,217.98439
352.98682,219.57648
351.84714,221.22865
350.6662,222.44353
349.94275,223.7235
349.1753,225.57065
348.3616,227.98778
347.49844,229.97853
346.58298,231.54645
345.11273,233.19484
343.58502,235.42834
341.49576,237.75302
339.34036,240.17691
336.61343,242.70958
333.30875,245.3639
329.91922,248.15742
326.43655,250.61227
322.85355,253.25464
319.66226,256.11847
315.85294,259.24573
311.91705,263.19827
307.84378,267.07516
303.6355,272.0188
299.3192,277.29376
295.04166,284.3615
291.0136,293.79306
291.08948,306.40457
295.66608,315.78116
300.9026,322.75467
305.5881,328.4422
310.12048,333.85028
313.9997,338.74606
318.24527,343.272
321.87326,347.51907
325.3993,351.5446
328.33597,355.3888
331.6941,359.0795
335.48206,362.63937
339.20654,366.08716
342.87332,368.93777
346.48666,371.70236
350.05026,374.89026
