step,action
0,4
1,2
2,0
3,2
4,0
5,1
6,1
7,2
8,2
9,1
10,1
11,2
12,2
13,2
14,2
15,3
16,2
17,2
18,3
19,1
20,2
21,1
22,4
23,1
24,2
25,2
26,2
27,0
28,2
29,2
