step,action
0,2
1,0
2,2
3,1
4,1
5,1
6,1
7,0
8,2
9,0
10,2
11,2
12,2
13,4
14,2
15,3
16,4
17,2
18,3
19,0
20,2
21,4
22,3
23,3
24,3
25,2
26,2
27,2
28,4
29,2
30,2
31,0
32,4
33,0
34,1
35,0
36,4
37,2
38,0
39,0
40,1
41,4
42,3
43,2
44,0
45,0
46,0
47,2
48,1
49,1
50,0
51,2
52,0
53,3
54,2
55,3
56,0
57,2
58,2
59,2
60,2
61,4
62,2
63,2
64,3
