x,y
291.47885,413.51306
289.5521,413.29822
287.6301,413.032
286.21368,412.7145
285.30356,412.3456
284.90018,411.9252
284.0038,411.45288
283.6149,410.9285
283.73376,410.35156
283.36044,409.7216
282.49527,409.03802
282.13873,408.3004
281.79123,407.00815
281.95322,405.66006
282.125,404.7547
282.80673,403.79108
283.9983,402.76794
285.69937,401.68387
287.90924,400.5371
290.1269,398.8257
292.3513,397.547
294.58112,395.6988
296.81503,393.27805
299.5516,390.78073
302.78854,388.20242
306.5228,385.53848
310.75012,382.7841
315.46515,379.93472
320.66104,376.98648
326.32968,373.93683
331.962,370.78506
338.0488,367.53247
344.58102,364.1831
350.55093,360.744
356.95248,357.2227
363.7818,353.62885
370.03754,349.97314
375.71988,346.26505
381.3299,342.0128
387.36914,337.72397
393.84073,333.4059
399.74896,329.0653
406.0978,324.70743
412.8919,320.33676
419.63608,315.45712
425.83475,310.5716
431.49173,305.6826
