step,action
0,3
1,3
2,2
3,2
4,4
5,3
6,2
7,2
8,4
9,2
10,2
11,1
12,2
13,2
14,3
15,2
16,1
17,2
18,3
19,2
20,2
21,4
22,2
23,2
24,1
25,0
26,4
27,2
28,3
29,0
30,3
31,0
32,2
33,4
34,1
35,1
36,2
37,2
38,2
39,4
40,0
41,2
42,2
43,2
44,2
45,2
46,4
47,2
48,2
49,2
50,4
51,3
52,3
53,3
54,2
55,1
