step,action
0,3
1,0
2,3
3,4
4,4
5,3
6,3
7,3
8,0
9,3
10,3
11,3
12,2
13,2
14,1
15,2
16,3
17,0
18,4
19,2
20,3
21,4
22,2
23,2
24,2
25,0
26,2
27,2
28,2
29,0
30,3
31,1
32,2
33,4
34,0
35,2
36,1
37,2
38,2
39,4
40,4
41,2
42,4
43,2
44,4
45,2
46,4
47,2
48,0
49,4
50,3
51,0
52,2
53,3
54,2
55,0
56,2
57,3
58,2
59,1
60,1
61,4
62,0
63,2
64,2
65,0
66,2
67,3
68,4
69,1
70,0
71,3
72,2
73,4
74,4
75,1
76,4
77,3
78,4
79,4
80,0
81,4
82,0
83,3
84,3
85,2
86,2
87,2
88,2
89,3
90,2
91,2
92,1
93,0
