step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,460.61752,331.798,-0.32247883,1.5827736,0.5129263,1,0.3236695359855533,0.3236695359855533
1,460.27063,333.37595,-0.8469004,1.5779388,0.52366954,2,0.33486104852588133,0.6585305845114346
2,459.39932,334.94882,-0.87128085,2.0728617,0.534861,2,0.3493039575889158,1.0078345421003505
3,458.50357,337.0163,-0.8957627,2.567494,0.54930395,2,0.3669996083336064,1.374834150433957
4,457.58328,339.57806,-0.92029464,3.0617647,0.5669996,3,0.3879471859175249,1.762781336351482
5,456.63846,342.63367,-0.9448155,2.5556061,0.5879472,4,0.6055079095544533,2.3682892459059355
6,455.66922,345.18265,-0.9692527,2.548955,0.6055079,2,0.4229763003681207,2.7912655462740563
7,454.67557,347.72452,-0.9936482,3.0418742,0.6229763,3,0.44365936829570546,3.2349249145697616
8,453.65756,350.75888,-1.0179882,2.5343642,0.64365935,2,0.4608867724448977,3.6958116870146593
9,452.6154,353.28525,-1.0421888,3.0263698,0.66088676,0,0.48128564630307197,4.1770973333177315
10,451.54907,356.3032,-0.5663031,3.0179503,0.6812856,2,0.5014438067499305,4.6785411400676615
11,450.95883,359.31226,-0.5902401,3.5090573,0.7014438,4,0.7248331419284806,5.403374281996142
12,450.345,362.81204,-0.613854,3.4997795,0.72483313,0,0.5481008141676431,5.951475096163786
13,449.70795,366.30212,-0.13705048,3.4900882,0.7481008,1,0.5712879771724293,6.522763073336215
14,449.54813,369.78214,-0.6598141,3.4800067,0.771288,2,0.594297383822652,7.117060457158867
15,448.8661,373.25177,-0.68202233,3.9696438,0.7942974,2,0.6204076223272121,7.737468079486079
16,448.16232,377.21072,-0.70377755,4.458939,0.8204076,3,0.6495009696425158,8.386969049128595
17,447.43735,381.6586,-0.72498167,3.947889,0.84950095,0,0.674753384318628,9.061722433447223
18,446.6918,385.5951,-0.24553578,3.936505,0.87475336,2,0.6999899421978104,9.761712375645033
19,446.4263,389.51996,-0.26552078,4.424844,0.89998996,0,10,19.761712375645033
