x,y
371.8122,83.58867
373.10577,84.036316
374.89523,84.496124
376.18048,84.96804
377.96146,85.45205
379.73807,85.94809
381.5102,86.95612
383.27774,87.476135
385.04062,88.50808
386.7987,90.05193
388.55182,92.10774
390.29987,94.675575
392.04254,97.75555
393.7796,101.34783
395.51077,104.952614
397.23575,108.570114
398.95413,112.200516
400.66562,116.344025
402.8698,120.50088
405.56622,124.67126
408.25443,129.35529
410.43387,134.05312
412.604,139.26494
414.76422,144.99095
416.41373,150.73137
418.05182,156.9865
419.67752,163.75658
421.28986,170.5419
422.38766,177.34271
423.4698,184.65926
424.53482,192.49176
425.58118,199.84038
427.10733,207.20512
428.61172,215.08577
430.09265,222.98189
431.54843,230.89288
