step,action
0,4
1,4
2,3
3,4
4,2
5,3
6,2
7,4
8,0
9,2
10,2
11,1
12,3
13,2
14,3
15,2
16,1
17,1
18,2
19,4
20,3
21,4
22,0
23,4
24,0
25,0
26,1
27,4
28,0
29,2
30,3
31,3
32,1
33,2
34,1
35,3
36,4
37,2
38,3
39,2
40,1
41,4
42,2
43,0
44,1
45,3
46,4
47,0
48,1
49,2
50,0
51,3
52,4
53,3
54,3
55,1
56,1
57,1
58,0
