step,action
0,2
1,2
2,3
3,2
4,0
5,0
6,1
7,2
8,2
9,0
10,2
11,2
12,1
13,2
14,2
15,3
16,2
17,2
18,0
19,2
20,2
21,2
22,0
23,3
24,2
25,2
26,0
27,2
28,2
29,2
30,1
31,1
32,2
33,2
34,2
35,2
36,2
37,4
38,2
