step,action
0,4
1,1
2,0
3,4
4,3
5,3
6,1
7,3
8,4
9,4
10,2
11,0
12,1
13,1
14,3
15,3
16,2
17,3
18,1
19,1
20,3
21,2
22,3
23,1
24,3
25,0
26,3
27,2
28,2
29,2
30,2
31,2
32,3
33,4
34,0
35,4
36,2
37,0
38,3
39,3
