step,action
0,2
1,0
2,4
3,1
4,1
5,3
6,1
7,0
8,0
9,4
10,1
11,1
12,1
13,3
14,2
15,1
16,1
17,3
18,0
19,2
20,2
21,3
22,3
23,1
24,2
25,1
26,4
27,1
28,1
29,4
30,3
31,4
32,0
33,1
34,2
35,3
36,2
37,3
38,2
39,1
40,1
41,4
42,4
43,1
44,2
45,1
46,0
47,1
48,4
49,1
50,0
51,0
52,4
53,3
54,4
55,2
56,0
57,1
