step,action
0,0
1,2
2,2
3,0
4,1
5,2
6,3
7,2
8,2
9,2
10,2
11,1
12,2
13,1
14,2
15,1
16,2
17,3
18,3
19,2
20,2
21,0
22,4
23,3
24,2
25,0
26,1
27,2
28,1
29,2
30,2
31,1
32,4
33,4
34,2
35,3
36,0
37,2
38,4
39,1
40,3
41,2
42,1
43,2
44,0
45,1
46,2
47,2
48,0
49,2
50,2
51,2
52,4
53,2
54,2
