x,y
264.8101,177.49133
266.58517,177.03957
268.37106,177.12746
269.66727,177.25551
270.47348,177.42407
271.28955,177.63347
272.11526,178.384
272.95056,179.67632
274.29547,181.01144
275.1499,182.3906
276.01385,183.31494
276.8873,184.28535
277.27014,185.30276
277.16248,186.36807
277.06458,186.98209
277.47668,187.64528
277.39877,188.3583
277.33105,189.12177
277.77377,189.93626
277.727,190.80266
277.69095,192.22171
277.66605,193.19472
277.15265,194.22258
276.65128,195.30617
276.6625,196.44635
276.6868,198.14433
276.7247,199.9019
276.27692,201.72102
275.84445,203.10362
275.4282,204.55115
275.02905,206.56522
274.14835,208.64822
273.28778,211.30249
272.44968,214.03122
272.13654,216.83794
271.35098,219.72694
270.5963,222.70245
269.3763,225.7692
268.1958,228.93161
266.56027,232.19452
264.47638,235.56216
262.452,239.53775
260.49713,243.62527
258.62308,247.32814
256.84094,250.64801
255.66103,254.08475
254.09491,257.63934
252.6545,261.30994
250.85234,265.0935
249.6999,268.98343
248.71016,272.47366
247.39398,276.05704
246.25963,279.72318
245.31456,283.96072
244.5667,288.7561
243.52328,293.593
242.18513,298.45312
241.54646,303.31863
241.10217,307.67307
240.3455,312.00308
239.76553,316.29755
239.85103,320.54724
240.59285,324.74353
241.48344,328.37784
242.51602,331.4433
243.685,334.93417
245.48311,338.3449
247.90411,341.66922
250.44223,345.39984
253.08931,349.03067
255.83658,353.05676
259.17346,356.97522
262.08945,360.78323
264.57428,364.4809
266.6185,368.0705
268.7138,371.55585
270.853,375.44095
273.52893,379.23083
275.7352,382.93002
277.46655,386.5434
279.71893,390.07602
281.9885,393.03226
284.27222,395.91553
287.06735,398.7291
289.37125,401.4759
291.6818,404.15894
293.99722,406.78104
295.81592,409.34488
297.63678,412.35303
299.4587,415.80835
301.28088,418.7139
302.60257,421.57208
303.42325,424.38516
304.24277,426.65515
305.5609,428.88358
306.3773,431.07196
307.6918,433.22162
308.50415,435.33386
309.31424,436.90988
310.12192,437.95053
310.42703,438.95642
310.22958,439.928
310.52963,440.86578
310.3272,441.7702
310.6224,442.64166
310.91516,442.98062
311.20544,443.7872
311.49323,444.56177
