step,action
0,3
1,2
2,2
3,1
4,4
5,3
6,1
7,1
8,0
9,3
10,3
11,2
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,4
20,4
21,2
22,2
23,4
24,1
25,0
26,1
27,2
28,1
29,2
30,2
31,1
32,3
33,1
34,3
35,2
36,4
37,2
38,0
39,3
40,1
41,4
42,2
43,1
44,0
45,3
46,2
47,2
48,3
49,1
50,0
