step,action
0,2
1,2
2,0
3,2
4,0
5,2
6,4
7,3
8,4
9,0
10,0
11,2
12,2
13,3
14,2
15,3
16,2
17,2
18,4
19,0
20,2
21,4
22,2
23,2
24,1
25,2
26,3
27,2
28,2
29,2
30,2
31,2
32,3
33,2
34,2
35,3
36,2
37,3
38,2
39,2
40,2
41,0
42,0
43,3
44,0
45,0
46,3
47,0
48,0
