step,action
0,0
1,4
2,0
3,2
4,3
5,2
6,0
7,2
8,2
9,0
10,2
11,2
12,2
13,2
14,4
15,1
16,2
17,2
18,1
19,0
20,3
21,3
22,2
23,1
24,3
25,4
26,2
27,2
28,4
29,2
30,2
31,4
32,0
33,2
34,2
35,4
36,2
37,0
38,1
39,3
40,2
41,0
42,4
43,2
44,2
45,0
46,2
47,0
48,4
49,3
