x,y
386.61142,391.19363
385.23547,392.42133
383.8309,394.11795
382.8984,395.78323
381.93866,397.91705
380.95267,399.51947
379.94107,401.09042
378.90457,402.12988
377.34354,403.1376
375.25845,404.11322
373.64963,405.05603
371.51755,405.96567
369.36264,407.34143
366.68555,408.6829
363.98697,410.48938
361.26788,411.7604
358.52905,412.99542
355.77127,413.69382
352.99515,414.3549
350.20135,415.4778
347.39078,417.06213
344.0645,418.60767
340.72372,420.61414
337.36975,423.08154
333.50406,425.5104
329.62817,427.40103
325.74344,429.75366
321.85132,432.56885
317.95316,435.8476
314.05032,439.0911
309.64407,442.3006
305.23563,444.9774
300.82602,448.1225
296.41623,451.23715
292.00714,453.8227
287.59952,456.8801
283.194,460.41068
278.79117,464.4157
274.39145,468.89667
269.99515,473.355
265.60254,478.29208
261.21375,482.70932
256.82892,487.60782
252.44817,492.98877
248.07143,498.85333
243.69868,505.20258
239.32985,512.0376
234.96478,518.3595
230.6034,524.669
226.24556,531.467
221.89116,538.7542
217.54005,545.5314
213.19211,552.79913
208.8472,560.55804
204.50519,568.80865
200.16591,576.5516
195.82927,584.78723
191.4951,593.51605
187.16331,602.7385
182.83376,612.45496
178.5063,621.6658
174.18085,631.37134
169.85727,641.5719
165.53548,652.2678
161.21535,662.45935
156.89682,673.1467
152.07977,683.83026
146.76414,694.5101
140.94987,705.1864
135.13689,715.35944
129.32513,726.0294
124.014565,736.6964
118.20511,747.36066
112.896736,758.0222
108.0894,768.6813
103.78304,779.3379
99.97763,789.9922
