x,y
129.13878,461.58438
128.22466,460.59387
126.819336,459.59512
125.42287,459.08823
123.53525,458.57327
121.65644,458.05038
119.28644,457.5197
116.925186,456.9814
114.57265,456.93564
112.22874,456.38254
109.893425,456.3223
107.56661,456.75507
105.24821,457.681
102.43806,458.60022
99.136024,459.51294
95.84193,460.91937
92.55559,462.81967
88.7768,464.71405
85.005356,466.6027
80.741035,468.48584
76.483635,470.86365
72.23293,473.73633
67.9887,477.1041
63.750694,480.46707
59.518692,484.3255
55.292458,487.6795
51.07179,490.52924
46.856518,493.87482
42.646458,497.71643
38.94142,501.55417
35.24124,505.88818
31.045748,510.21854
26.854765,515.04535
22.668121,520.3688
18.485643,525.18884
14.307175,530.50574
10.132561,536.3195
5.9616456,542.6303
1.7942729,549.4382
-1.8697128,556.24316
-5.530453,563.5454
-9.188089,570.345
-12.842747,577.64197
-16.49455,585.4364
-19.643627,593.2284
-22.790089,601.51794
-25.93405,610.30524
-29.075624,619.5902
-32.214924,628.3729
-35.35205,637.65356
-38.487095,647.43207
-41.120163,657.20856
-43.751343,667.4831
-46.380722,678.2557
-49.008385,689.5264
-51.634422,701.2953
-53.75891,713.06244
-56.381935,724.8279
-59.003563,737.0916
-61.623867,748.85376
-64.24291,761.1144
-66.360756,773.3734
-67.97746,785.63104
-69.09308,797.8872
