x,y
112.235405,185.26624
112.97788,184.0871
113.732086,183.41522
114.498,183.25067
115.27568,183.59354
116.0652,184.44385
117.3667,185.3017
118.68034,186.66718
120.00637,188.04039
121.34502,189.42145
122.69651,190.31046
124.561066,191.20755
126.43893,192.6129
128.33041,194.52667
130.23592,196.94907
132.65588,199.38023
135.09085,201.82042
137.54138,204.76987
140.00816,207.72885
142.49188,211.19759
144.9934,215.17636
147.51364,219.6654
150.05377,224.66492
152.1151,229.67506
154.19888,235.19589
156.30664,241.22739
158.44002,247.76935
160.6009,254.82147
162.29135,261.88318
164.0133,269.45358
166.26878,277.03156
168.56,284.61563
170.88905,291.70416
173.2579,298.29523
175.16829,304.88687
177.12141,311.9768
178.61812,319.06253
180.1585,326.6414
181.7421,334.71063
183.36786,343.2675
185.03406,352.30936
186.73834,361.8339
188.4778,371.83923
190.74915,381.82404
193.04916,392.28735
195.37451,403.22882
197.72185,414.64862
200.088,426.54727
202.47006,437.9258
204.86563,449.78522
207.27257,462.12677
209.689,474.9517
212.11333,487.26132
214.54428,500.05682
216.98077,512.33936
219.42195,524.6099
221.86708,537.36945
224.31555,550.6189
226.76685,563.35895
229.22052,576.5904
231.67622,590.3139
234.13367,604.53015
236.59254,619.2397
239.05266,634.443
241.0138,649.6406
242.97583,664.33307
245.43861,679.0206
247.90205,693.7037
250.36604,708.88257
252.8305,724.5575
255.29538,740.7288
257.7606,756.3968
260.2261,772.5615
262.69183,789.2234
