x,y
412.88657,296.02744
412.88388,297.97366
412.82886,300.42084
412.72144,303.36783
413.06152,306.31323
413.84964,309.25574
414.5868,312.6941
415.27402,316.62695
415.91257,321.05273
416.50378,324.96997
417.049,328.37732
417.54956,331.27383
418.0065,334.15878
418.42096,337.0314
418.79404,340.39108
419.12698,344.23712
418.92117,348.0688
418.67776,351.38522
418.39774,355.18582
418.58224,358.9699
418.7327,363.23703
418.8506,367.98682
418.9376,372.21893
418.9951,376.93314
418.52472,381.62933
417.52777,386.30722
416.50555,391.46652
415.45938,397.10706
413.89078,402.7287
412.80112,408.33136
412.19177,413.9151
411.5641,419.98026
411.4195,426.0272
411.25925,432.55646
411.08472,439.56866
410.8971,446.56445
410.19754,453.5445
409.48712,461.00934
408.76678,468.95963
408.0375,476.39603
407.30008,484.31912
406.55527,492.72952
405.8038,501.1279
405.54633,509.51483
404.7834,517.8909
404.5155,526.2567
403.7431,534.6128
402.9666,542.9596
402.18637,551.79755
401.40274,561.12714
400.61603,570.9488
399.82654,580.76294
399.03452,591.07
398.74023,601.3704
398.44388,612.1645
398.14566,623.45264
397.84573,635.23517
397.54428,646.5125
396.74142,657.78485
396.43732,669.0525
396.13202,680.31573
395.82568,691.5747
396.01837,702.8298
396.71014,714.081
397.9011,725.3286
399.09125,737.0729
400.28067,748.31384
401.4694,760.05176
402.65747,771.28674
404.34494,782.51886
406.53183,793.74835
