x,y
166.77885,263.32718
167.29135,261.64447
168.33746,259.97147
169.9173,258.30875
172.03119,256.65692
174.6797,255.01683
177.86366,253.38945
181.5841,251.776
185.84236,250.17795
190.64005,248.5971
195.9791,247.0357
201.86179,245.49652
208.29079,243.98306
215.26912,242.49974
222.80011,241.05214
230.38731,240.14748
238.53458,239.29445
247.24547,238.50426
256.52255,237.79123
266.36603,237.17319
276.7715,236.67099
287.2275,235.80652
297.21393,235.09485
307.20712,234.04117
317.68384,233.1382
328.62488,232.37012
340.01767,231.71602
351.35663,230.65382
362.6422,230.16367
374.37717,229.72997
386.56577,229.34004
399.21298,228.98392
