step,action
0,4
1,0
2,1
3,3
4,0
5,2
6,0
7,0
8,0
9,4
10,1
11,3
12,3
13,2
14,3
15,1
16,1
17,2
18,4
19,1
20,4
21,1
22,0
23,2
24,3
25,4
26,0
27,4
28,4
29,1
30,4
31,2
32,4
33,0
34,2
35,4
36,0
37,0
38,0
39,4
40,0
41,2
42,1
43,1
44,2
45,0
46,2
47,2
48,3
49,3
50,2
51,2
52,4
53,0
54,3
55,0
56,3
57,0
58,1
59,2
60,2
61,2
62,2
63,2
64,2
65,3
66,1
67,2
68,2
69,2
70,2
71,2
72,0
73,3
74,4
75,2
76,2
77,2
78,1
