step,action
0,0
1,1
2,0
3,1
4,1
5,2
6,0
7,2
8,1
9,0
10,0
11,4
12,0
13,0
14,1
15,4
16,0
17,0
18,0
19,0
20,1
21,2
22,0
23,0
24,2
25,0
26,0
27,3
28,4
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,3
37,2
38,0
39,0
40,0
41,0
42,0
43,3
44,0
45,3
46,3
47,1
