step,action
0,3
1,1
2,2
3,4
4,1
5,1
6,3
7,1
8,0
9,1
10,3
11,1
12,1
13,1
14,4
15,3
16,1
17,4
18,0
19,1
20,0
21,1
22,3
23,1
24,1
25,3
26,3
27,2
28,1
29,1
30,4
31,2
32,0
33,0
34,1
35,1
36,1
37,1
38,2
39,1
40,1
41,1
42,1
43,1
44,1
