step,action
0,3
1,0
2,4
3,0
4,0
5,0
6,4
7,0
8,3
9,3
10,0
11,4
12,2
13,2
14,3
15,4
16,0
17,0
18,0
19,0
20,1
21,2
22,4
23,0
24,0
25,0
26,2
27,0
28,1
29,1
30,0
31,0
32,0
33,2
34,0
35,0
36,3
37,0
38,1
39,0
40,0
41,0
42,0
43,0
44,0
