x,y
94.70324,280.70764
94.85915,279.27664
95.53069,277.8472
96.21792,276.41946
97.4209,274.99356
99.13978,273.5696
101.37478,272.1478
103.626205,270.72827
106.39439,269.31125
109.67972,267.89694
113.48272,266.4856
117.80401,265.07758
122.14435,263.1732
126.5045,260.7729
130.88522,258.37726
135.78731,255.98688
141.21172,253.60248
147.15952,251.22491
153.13203,248.85524
159.1306,245.99464
165.65656,243.14455
172.71138,240.30667
180.29678,237.48312
188.41463,234.67653
196.56693,232.39009
205.25581,230.12758
213.98346,227.39365
223.25136,224.6937
232.06046,222.03418
241.41055,219.4217
251.3002,216.86362
261.7262,214.36757
272.68314,211.94078
284.16333,209.58899
295.65723,207.31522
307.65472,205.11888
320.1463,202.99599
333.12405,200.93965
346.5824,198.94133
360.5182,196.99197
374.9303,195.08292
