x,y
401.17932,236.40317
402.13177,238.03783
403.04422,240.19676
403.41602,242.3793
404.2462,244.58502
404.5341,246.8132
404.77875,249.0634
405.4792,251.33508
406.6347,253.6275
407.74496,256.4396
409.30942,259.2702
410.8279,262.61795
411.80017,265.9813
413.22568,269.35886
414.60434,272.24908
415.43637,275.15063
416.2216,277.56223
417.46005,279.98288
418.65216,281.9114
419.29846,283.84692
419.39914,285.7886
418.95398,287.73575
418.46237,289.1877
417.92383,291.14392
417.83768,293.10373
418.2037,295.0663
418.52206,297.5309
418.79297,300.4965
419.51657,303.46185
420.1935,306.42587
420.32446,309.38745
420.4097,312.34546
420.94965,315.2988
421.44504,317.74652
421.39658,320.18784
421.80466,322.62192
421.66995,325.04807
421.49292,327.96548
421.27402,330.8733
420.51382,333.77057
419.2126,336.65634
417.87036,339.5295
416.48718,341.88895
415.06302,344.73364
413.59805,347.56247
412.09247,350.37433
410.0466,353.16803
407.96048,356.44232
405.8345,360.19577
403.1694,363.92694
399.9658,367.63428
396.7242,371.31592
393.44547,374.47015
390.13016,377.59525
386.77905,381.18954
383.39346,384.75156
379.97476,388.7799
376.52478,393.27356
373.04572,398.23172
369.04007,403.15417
365.0103,408.04062
360.95892,412.89108
356.38828,417.70587
352.3007,422.48535
347.69833,427.2302
342.58328,431.9412
336.95758,436.61917
331.32318,440.76495
325.6818,445.37943
319.53506,449.96375
