step,action
0,3
1,1
2,2
3,1
4,0
5,1
6,1
7,1
8,3
9,0
10,4
11,0
12,2
13,1
14,1
15,2
16,1
17,1
18,3
19,0
20,0
21,1
22,1
23,3
24,1
25,1
26,1
27,0
28,1
29,4
30,1
31,1
32,1
33,1
34,4
35,1
36,1
37,4
38,2
39,1
40,1
41,1
42,4
43,3
44,1
45,2
46,4
47,4
48,3
