step,action
0,4
1,2
2,1
3,1
4,1
5,3
6,0
7,0
8,0
9,3
10,1
11,2
12,4
13,1
14,4
15,3
16,3
17,0
18,1
19,4
20,1
21,1
22,0
23,0
24,1
25,1
26,1
27,1
28,3
29,1
30,4
31,1
32,4
33,4
34,1
35,4
36,1
37,1
38,2
39,3
40,3
41,3
42,1
43,2
44,1
45,1
46,1
47,4
48,0
49,0
50,1
51,4
52,2
53,4
54,0
55,3
56,1
57,3
58,4
59,2
60,2
61,2
62,2
