x,y
399.7452,167.66982
401.00748,168.66264
402.2549,169.17474
403.48746,170.20593
404.7049,170.75604
405.90717,171.8249
407.59402,172.91238
409.76535,174.01823
411.92096,174.64209
414.06085,175.7836
416.68484,176.94238
419.2929,178.118
421.8849,179.81003
423.96066,181.51804
425.52002,183.24174
427.06274,184.48091
428.5887,186.2353
430.09775,187.5047
431.58972,188.78885
433.56448,190.08752
435.52206,191.40036
436.96234,192.72705
437.88528,194.06732
438.7907,195.42105
439.6785,196.78807
441.04846,198.16826
442.40057,199.56134
443.7347,200.96709
445.0508,202.88528
446.3487,205.31564
447.62814,207.75795
449.38892,210.21193
450.63086,212.67722
451.85376,215.15355
453.0574,217.64064
