x,y
192.4871,388.16113
191.41191,386.7759
190.8637,385.36908
190.34286,383.44086
190.35,381.49136
190.88585,379.5205
191.4513,377.5281
192.54724,375.5139
194.17487,373.47745
195.83551,370.91806
198.0309,368.335
200.76309,365.7273
204.03456,363.09357
207.8483,360.43207
212.20801,357.74042
217.11821,355.01553
221.58461,352.2534
226.11356,349.44952
231.21268,346.5987
236.89185,343.69366
243.16414,340.72415
249.54742,337.6751
256.06558,334.02533
263.2546,330.24323
271.1712,326.27386
279.412,322.509
288.1369,318.71487
298.0896,313.77258
309.0166,305.41083
314.7681,293.44327
318.68317,282.51303
321.85413,272.27927
325.19345,262.46613
328.35077,252.92418
331.39407,243.07156
334.8611,233.35722
338.77347,223.74744
