step,action
0,0
1,0
2,0
3,0
4,0
5,0
6,3
7,0
8,3
9,0
10,2
11,0
12,3
13,0
14,0
15,0
16,0
17,3
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,4
26,2
27,0
28,4
29,0
30,0
31,2
32,3
33,0
34,0
35,4
36,0
37,0
38,4
39,0
40,0
41,0
42,0
43,4
44,1
45,0
46,2
47,0
48,0
