x,y
136.90495,365.05453
136.35442,363.59485
136.32407,362.12735
136.81407,360.6521
137.82472,359.1692
139.35641,357.6786
140.90965,356.18027
142.48502,354.6741
144.58305,353.1601
147.2045,351.63806
150.35025,350.10785
154.02141,348.5691
158.21933,347.02145
162.94563,345.4644
168.20233,343.89725
173.99184,342.31918
180.31714,340.7291
186.68199,338.62552
193.09091,337.00696
200.04912,335.37134
207.5633,333.71588
215.64223,332.03683
224.29779,330.32867
232.54651,328.5832
241.40974,326.78918
250.9192,324.9283
261.12506,322.96768
272.11273,320.84058
284.04153,318.3838
296.70862,315.07654
310.47345,309.03107
322.09543,300.7067
332.85236,292.33865
343.53815,284.1038
353.93207,276.4755
364.64932,268.9243
375.74963,261.42926
387.26764,253.97617
398.725,246.55504
410.63577,239.15913
423.0099,231.7834
435.8545,224.42403
