step,action
0,0
1,0
2,0
3,3
4,4
5,2
6,2
7,3
8,1
9,3
10,0
11,3
12,0
13,2
14,2
15,2
16,2
17,4
18,2
19,4
20,2
21,2
22,1
23,1
24,0
25,2
26,1
27,2
28,0
29,4
30,3
31,2
32,0
33,2
34,2
35,2
36,2
37,2
38,3
39,2
40,4
41,4
42,1
43,3
44,1
45,2
46,2
47,2
48,2
