step,action
0,3
1,0
2,2
3,4
4,3
5,2
6,0
7,3
8,2
9,2
10,2
11,3
12,3
13,3
14,3
15,2
16,2
17,2
18,1
19,2
20,0
21,0
22,3
23,2
24,1
25,0
26,0
27,4
28,0
29,0
30,1
31,4
32,4
33,0
34,2
35,0
36,0
37,3
38,1
39,2
40,3
41,2
42,4
43,0
44,2
45,2
46,1
47,1
48,3
49,2
50,4
51,0
52,4
53,1
54,3
55,2
56,3
57,3
58,4
59,3
60,4
61,0
62,2
63,0
64,3
65,2
66,0
67,3
