step,action
0,0
1,0
2,2
3,4
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,2
12,0
13,0
14,0
15,1
16,2
17,2
18,0
19,0
20,4
21,0
22,0
23,3
24,0
25,2
26,0
27,0
28,0
29,0
30,3
31,0
32,0
33,0
34,0
35,0
36,2
37,2
38,4
39,0
40,3
41,4
42,0
43,3
44,0
45,0
46,0
47,1
48,0
49,0
