x,y
513.00543,419.72617
512.3443,420.8713
511.67346,422.01093
510.99298,423.64496
509.80283,425.27335
508.1031,426.89603
505.89377,428.51285
503.67484,429.62366
501.94623,430.7283
500.70795,431.82672
499.96,432.91876
499.20242,433.5044
497.93518,434.08356
496.65826,435.1562
495.3717,436.22217
493.5755,437.28143
491.76962,438.33383
489.95404,438.87927
488.12875,438.91757
486.79364,438.9486
484.94864,438.97232
483.0937,438.98853
480.72867,438.9971
477.85345,438.99786
475.46796,438.99054
473.572,438.97495
471.1655,438.95093
468.24832,438.91824
464.82034,438.87665
460.8814,438.82578
456.93124,438.26526
452.46964,437.69464
447.9963,437.11343
443.01096,436.5211
438.01324,435.91696
433.00287,435.30032
427.47946,434.67047
421.94275,434.02655
415.89233,433.36758
409.3279,432.69244
402.7491,432.4999
396.1558,431.7886
389.54767,430.55707
382.9245,428.80353
375.78592,427.02612
368.6317,425.72247
360.9619,424.3903
352.77682,423.0269
344.07703,421.62924
335.36368,420.19412
327.1383,418.71817
319.4029,417.1984
311.15976,415.63193
302.9119,414.01624
294.66272,412.84927
286.416,411.63007
278.67566,410.35846
270.94534,408.53497
262.7287,406.66043
254.5293,404.23654
246.35054,401.76535
238.1953,399.74954
230.06558,398.1925
