step,action
0,4
1,0
2,4
3,4
4,0
5,3
6,0
7,0
8,2
9,0
10,1
11,0
12,0
13,2
14,0
15,0
16,2
17,0
18,1
19,2
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,1
28,4
29,0
30,0
31,2
32,0
33,4
34,2
35,1
36,0
37,4
38,1
39,3
40,3
41,0
42,1
43,2
44,0
45,0
46,3
47,0
48,2
49,4
50,1
51,0
52,0
53,4
54,4
