x,y
210.39397,358.19217
209.3714,356.47168
208.89851,354.72025
208.97629,352.93835
209.6061,351.12622
210.78978,349.2836
212.5297,347.40994
214.82889,345.50412
217.69122,343.5646
221.12157,341.58905
225.12616,339.57437
229.71303,337.5162
234.89264,335.4085
240.67902,333.2428
246.59131,331.0065
252.65494,328.68234
258.90485,326.24533
265.39136,323.6572
272.19138,320.8548
279.43335,317.72095
287.36136,313.99597
296.54718,308.8781
308.39902,296.90524
312.4343,287.81253
314.89725,280.26093
316.70273,273.58047
318.1432,267.47742
319.34918,261.79465
320.39075,256.43652
321.31003,251.33968
322.13443,246.45949
322.88284,241.76305
323.56894,237.22528
324.20285,232.82648
324.7924,228.55086
325.34366,224.38547
325.86157,220.31958
326.35016,216.34415
326.81265,212.45148
327.25183,208.63493
327.67004,204.88873
328.06924,201.20787
328.45114,197.58786
328.81723,194.02477
329.16882,190.51508
329.507,187.05562
329.8328,183.64355
330.14713,180.2763
330.45074,176.9515
330.74442,173.66702
331.02872,170.42091
331.3043,167.21136
331.5716,164.03671
331.83118,160.89543
332.08347,157.78609
332.32883,154.7074
332.56763,151.6581
332.80026,148.63707
333.02698,145.64323
333.24808,142.67558
333.46387,139.7332
333.67456,136.81517
333.8804,134.4207
334.08154,132.54912
334.27814,131.19994
334.47025,130.3728
334.6579,130.06749
334.84116,130.28394
335.01993,131.02214
335.19415,132.2823
335.3637,134.06471
335.5284,136.3698
335.68808,139.19814
335.84244,142.55049
335.9911,146.42781
336.13364,150.83124
336.2695,155.26222
336.39807,159.72226
336.51868,164.21307
336.6305,168.73648
336.73267,173.29451
336.82416,177.88936
336.9038,182.5235
336.97028,187.19963
