x,y
205.78766,364.67596
204.75056,363.04248
203.75612,361.38077
202.80486,359.6915
201.89731,357.97537
201.03401,356.2331
200.21552,354.4654
199.44234,352.6729
198.71504,350.85645
198.03418,349.01663
197.40031,347.15424
196.81403,345.26996
196.27586,343.3646
195.78642,341.43884
195.34628,339.49347
194.95605,337.5293
194.61635,335.54706
194.32776,333.54758
194.09093,331.53168
193.90648,329.50015
193.77507,327.45392
193.69733,325.39377
193.67393,323.32068
193.70557,321.2355
193.79291,319.1392
193.93665,316.5327
194.1376,313.91733
194.3966,311.2943
194.71446,308.665
195.0919,306.0308
195.5297,303.3931
196.02855,300.75342
196.58913,298.1133
197.2121,295.47433
197.89806,292.3381
198.64749,288.70667
199.46072,284.58234
200.3377,279.96777
201.27802,274.86597
202.28065,269.28
203.34396,263.2131
204.4656,256.66843
205.64247,249.64879
206.87082,242.15662
208.14635,234.19376
209.46436,225.76132
210.82002,216.85977
212.20853,207.48885
213.62527,197.64767
215.06602,187.33495
216.52696,176.54898
218.00473,165.28792
