x,y
492.34442,304.74387
492.28317,306.23285
491.70392,307.72125
490.6065,309.20892
488.9908,310.69574
486.85654,312.18146
484.20325,313.66595
481.03046,315.14902
477.3375,316.6304
473.1236,318.1098
469.3878,319.5869
465.12918,321.06137
460.34668,322.5328
455.03897,324.0007
449.20447,325.46442
442.84125,326.92325
435.947,328.37625
429.01886,330.32217
422.05374,332.75937
414.54825,335.18576
406.49832,337.5985
397.89905,339.99384
388.74454,342.36658
379.02774,344.7096
369.2405,347.01276
359.37442,349.76236
348.9231,352.44058
337.88327,355.0239
326.7586,357.484
315.0639,359.79364
302.82632,361.93304
291.0808,363.899
278.85748,365.70615
266.17706,367.37994
253.5493,368.9488
240.47551,370.43756
