x,y
355.12595,413.2891
353.44504,414.04343
351.2463,414.75967
348.5303,415.43732
345.29785,416.07574
341.54974,416.67413
337.28705,417.2315
332.511,417.74686
327.223,418.21912
321.42487,418.64716
315.11856,419.03003
308.3064,419.36688
300.991,419.65726
293.17523,419.901
284.8621,420.09857
276.05466,420.25095
266.7559,420.35977
256.9685,420.4273
246.69485,420.45645
235.93677,420.4504
224.69553,420.4127
212.97183,420.34695
200.76587,420.25665
188.57738,420.1452
176.40579,420.51553
164.25024,420.8702
