step,action
0,1
1,1
2,3
3,4
4,1
5,0
6,1
7,4
8,1
9,1
10,0
11,1
12,2
13,3
14,1
15,4
16,0
17,0
18,3
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,3
27,3
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,4
39,1
40,1
41,1
42,1
43,1
44,1
45,2
46,4
47,1
48,1
49,3
50,1
