x,y
381.22937,214.44656
382.5646,215.80421
383.36624,217.19612
383.63358,218.6221
383.36575,220.08228
382.56183,221.57706
381.22058,223.1073
379.34058,224.67422
376.92014,226.27954
373.95724,227.92554
370.44955,229.61522
366.39423,231.35248
361.78806,233.14232
356.6272,234.99132
350.90738,236.908
344.62378,238.90375
337.7714,240.99364
330.3457,243.19806
322.3442,245.54442
313.76956,248.069
304.63565,250.81708
294.9761,253.83745
284.85,257.16553
274.33176,260.79843
263.48,264.68564
252.31416,268.75262
240.82007,272.93216
228.9693,277.17722
216.7327,281.45898
204.0856,285.76068
